time_ms	kiln_C	control_ms
34701757	316.0032	400
34706758	316.2231	400
34711759	316.0032	400
34716760	316.2496	400
34721761	316.2199	400
34726762	316.25	400
34731763	316.0036	400
34736764	316.25	400
34741765	316.0004	400
34746766	316.2464	400
34751767	316.25	400
34756768	316.2496	400
34761769	316.25	400
34766770	316.22	400
34771771	316.25	400
34776772	316.2236	400
34781773	316.25	400
34786774	316.25	400
34791775	316.25	400
34796776	316.25	400
34801777	316.25	400
34806778	316.25	400
34811779	316.2468	400
34816780	316.25	400
34821781	316.03	400
34826782	316.25	400
34831783	316.2496	400
34836784	316.25	400
34841785	316.25	400
34846786	316.25	400
34851790	316.03	400
34856791	316.2496	400
34861792	316.25	400
34866793	316.25	400
34871794	316.25	400
